"PromptType","rMax","Prompt","m","mpred","r","Mpred","Mcor","SD","PromptMax"
"Ingredient List",0.871200473456791,"Ingredient List 4",132.752688172043,100.118279569892,0.850074816086954,116.223468910706,0.786705459795289,27.356698288475,"Ingredient List 2"
"Ingredient List",0.871200473456791,"Ingredient List",132.752688172043,99.9032258064516,0.86329026648952,116.223468910706,0.786705459795289,27.356698288475,"Ingredient List 2"
"Ingredient List",0.871200473456791,"Ingredient List 2",132.752688172043,98.2903225806452,0.871200473456791,116.223468910706,0.786705459795289,27.356698288475,"Ingredient List 2"
"Ingredient List",0.871200473456791,"Ingredient List 3",132.752688172043,100.731182795699,0.848205843185726,116.223468910706,0.786705459795289,27.356698288475,"Ingredient List 2"
"Ingredient List",0.871200473456791,"Ingredient List 5",132.752688172043,99,0.857112345336646,116.223468910706,0.786705459795289,27.356698288475,"Ingredient List 2"
"Ingredient Quantities",0.697470286988313,"Ingredient Quantities 3",132.752688172043,159.349462365591,0.697470286988313,116.223468910706,0.786705459795289,27.356698288475,"Ingredient Quantities 3"
"Ingredient Quantities",0.697470286988313,"Ingredient Quantities",132.752688172043,169.096774193548,0.606988365879115,116.223468910706,0.786705459795289,27.356698288475,"Ingredient Quantities 3"
"Ingredient Quantities",0.697470286988313,"Ingredient Quantities 2",132.752688172043,153.922043010753,0.637339612547147,116.223468910706,0.786705459795289,27.356698288475,"Ingredient Quantities 3"
"Ingredient Quantities",0.697470286988313,"Ingredient Quantities 4",132.752688172043,142.271505376344,0.65035598367171,116.223468910706,0.786705459795289,27.356698288475,"Ingredient Quantities 3"
"Ingredient Quantities",0.697470286988313,"Ingredient Quantities 5",132.752688172043,137.008064516129,0.616635216855764,116.223468910706,0.786705459795289,27.356698288475,"Ingredient Quantities 3"
"Recipe Name",0.86637809781394,"Recipe Name 1",132.752688172043,95.4565217391304,0.861310498836591,116.223468910706,0.786705459795289,27.356698288475,"Recipe Name 4"
"Recipe Name",0.86637809781394,"Recipe Name 4",132.752688172043,97.2608695652174,0.86637809781394,116.223468910706,0.786705459795289,27.356698288475,"Recipe Name 4"
"Recipe Name",0.86637809781394,"Recipe Name 5",132.752688172043,97.5217391304348,0.855761548713815,116.223468910706,0.786705459795289,27.356698288475,"Recipe Name 4"
"Recipe Name",0.86637809781394,"Recipe Name 2",132.752688172043,95.25,0.860517578701126,116.223468910706,0.786705459795289,27.356698288475,"Recipe Name 4"
"Recipe Name",0.86637809781394,"Recipe Name 3",132.752688172043,98.1720430107527,0.857940962366183,116.223468910706,0.786705459795289,27.356698288475,"Recipe Name 4"
