"Recipe Name (ENG)","Your name","Day","Meal Name","Person Nr","Moment of the meal","Plate Size (cm)","Empty plate weight (g)","Post meal weight (g)","Leftovers weight (g)","Recipe Name","Recipe Link","PhotoName","servings","ingredient_1","ingredient_2","ingredient_3","ingredient_4","ingredient_5","ingredient_6","ingredient_7","ingredient_8","ingredient_9","ingredient_10","ingredient_11","ingredient_12","ingredient_13","ingredient_14","ingredient_15","ingredientsQuantity","ingredients","TotalGramsSelf_char","TotalGramsSelf"
"Noodles with minced chicken and Asian sauce","Meike","Tuesday","NoodlesChicken","3","finished","25","634","718","84","Noedles met kipgehakt en aziatische saus","https://www.hellofresh.nl/recipes/noedels-met-kipgehakt-en-aziatische-saus-5fd0c5b7943827314d7b7d83","Meike_Tue_NoodlesChicken_Pers3_Moment3.jpg","3","3 Garlic cloves","30g Ginger","1.5  Zucchini","1.5  bellpepper","0.75  Red Pepper","300g Minced Chicken","3 bags Sweet Asian Sauce","30ml Soy Sauce","150g Noodles","30g Cashew","1.5 tablespoon sunflower oil",NA,NA,NA,NA,"3 Garlic cloves; 30g Ginger; 1.5  Zucchini; 1.5  bellpepper; 0.75  Red Pepper; 300g Minced Chicken; 3 bags Sweet Asian Sauce; 30ml Soy Sauce; 150g Noodles; 30g Cashew; 1.5 tablespoon sunflower oil","Garlic ; Ginger;  Zucchini;  bellpepper;   Red Pepper;  Minced Chicken; bags Sweet Asian Sauce; Soy Sauce;  Noodles; Cashew;  sunflower oil","84",84
"One-tray chicken breast in apricot marinade
with Brussels sprouts, sweet potato and gochujang mayo dip","Mariam","45585","HähnchenbrustAprikosen","1","50%-30%","26,3","677","851","174","One-Tray Hähnchenbrust in Aprikosen-Marinade
mit Rosenkohl, Süßkartoffel und Gochujang-Mayo-Dip","https://www.hellofresh.de/recipes/asiatisches-stir-fry-vom-blech-mit-hahnchenbrust-64e860854e40d5c6cb1a51ee","Mitja_Sun_Meal3_1.jpg","2","250g Chicken Breast","1  Sweet Potato","150g Brussels Sprouts","2  Carrot","1  Garlic cloves","50g Apricot Chutney","25g Gochujang","12.5ml Soy Sauce","50g Mayonnaise","1.5 tablespoon oil",NA,NA,NA,NA,NA,"250g Chicken Breast; 1  Sweet Potato; 150g Brussels Sprouts; 2  Carrot; 1  Garlic cloves; 50g Apricot Chutney; 25g Gochujang; 12.5ml Soy Sauce; 50g Mayonnaise; 1.5 tablespoon oil"," Chicken Breast;  Sweet Potato;  Brussels Sprouts;  Carrot;  Garlic ; Apricot Chutney; Gochujang; .Soy Sauce; Mayonnaise;  oil","174",174
"One-tray chicken breast in apricot marinade
with Brussels sprouts, sweet potato and gochujang mayo dip","Mariam","45585","HähnchenbrustAprikosen","1","10%-30%","26,3","677","770","93","One-Tray Hähnchenbrust in Aprikosen-Marinade
mit Rosenkohl, Süßkartoffel und Gochujang-Mayo-Dip","https://www.hellofresh.de/recipes/asiatisches-stir-fry-vom-blech-mit-hahnchenbrust-64e860854e40d5c6cb1a51ee","Mitja_Sun_Meal3_2.jpg","2","250g Chicken Breast","1  Sweet Potato","150g Brussels Sprouts","2  Carrot","1  Garlic cloves","50g Apricot Chutney","25g Gochujang","12.5ml Soy Sauce","50g Mayonnaise","1.5 tablespoon oil",NA,NA,NA,NA,NA,"250g Chicken Breast; 1  Sweet Potato; 150g Brussels Sprouts; 2  Carrot; 1  Garlic cloves; 50g Apricot Chutney; 25g Gochujang; 12.5ml Soy Sauce; 50g Mayonnaise; 1.5 tablespoon oil"," Chicken Breast;  Sweet Potato;  Brussels Sprouts;  Carrot;  Garlic ; Apricot Chutney; Gochujang; .Soy Sauce; Mayonnaise;  oil","93",93
"One-tray chicken breast in apricot marinade
with Brussels sprouts, sweet potato and gochujang mayo dip","Mariam","45585","HähnchenbrustAprikosen","1","finished","26,3","677","695","18","One-Tray Hähnchenbrust in Aprikosen-Marinade
mit Rosenkohl, Süßkartoffel und Gochujang-Mayo-Dip","https://www.hellofresh.de/recipes/asiatisches-stir-fry-vom-blech-mit-hahnchenbrust-64e860854e40d5c6cb1a51ee","Mitja_Sun_Meal3_3.jpg","2","250g Chicken Breast","1  Sweet Potato","150g Brussels Sprouts","2  Carrot","1  Garlic cloves","50g Apricot Chutney","25g Gochujang","12.5ml Soy Sauce","50g Mayonnaise","1.5 tablespoon oil",NA,NA,NA,NA,NA,"250g Chicken Breast; 1  Sweet Potato; 150g Brussels Sprouts; 2  Carrot; 1  Garlic cloves; 50g Apricot Chutney; 25g Gochujang; 12.5ml Soy Sauce; 50g Mayonnaise; 1.5 tablespoon oil"," Chicken Breast;  Sweet Potato;  Brussels Sprouts;  Carrot;  Garlic ; Apricot Chutney; Gochujang; .Soy Sauce; Mayonnaise;  oil","18",18
"One-tray chicken breast in apricot marinade
with Brussels sprouts, sweet potato and gochujang mayo dip","Mariam","45585","HähnchenbrustAprikosen","2","50%-30%","26,3","675","814","139","One-Tray Hähnchenbrust in Aprikosen-Marinade
mit Rosenkohl, Süßkartoffel und Gochujang-Mayo-Dip","https://www.hellofresh.de/recipes/asiatisches-stir-fry-vom-blech-mit-hahnchenbrust-64e860854e40d5c6cb1a51ee","Mariam_Sun_Meal3_1.jpg","2","250g Chicken Breast","1  Sweet Potato","150g Brussels Sprouts","2  Carrot","1  Garlic cloves","50g Apricot Chutney","25g Gochujang","12.5ml Soy Sauce","50g Mayonnaise","1.5 tablespoon oil",NA,NA,NA,NA,NA,"250g Chicken Breast; 1  Sweet Potato; 150g Brussels Sprouts; 2  Carrot; 1  Garlic cloves; 50g Apricot Chutney; 25g Gochujang; 12.5ml Soy Sauce; 50g Mayonnaise; 1.5 tablespoon oil"," Chicken Breast;  Sweet Potato;  Brussels Sprouts;  Carrot;  Garlic ; Apricot Chutney; Gochujang; .Soy Sauce; Mayonnaise;  oil","139",139
"One-tray chicken breast in apricot marinade
with Brussels sprouts, sweet potato and gochujang mayo dip","Mariam","45585","HähnchenbrustAprikosen","2","10%-30%","26,3","675","754","79","One-Tray Hähnchenbrust in Aprikosen-Marinade
mit Rosenkohl, Süßkartoffel und Gochujang-Mayo-Dip","https://www.hellofresh.de/recipes/asiatisches-stir-fry-vom-blech-mit-hahnchenbrust-64e860854e40d5c6cb1a51ee","Mariam_Sun_Meal3_2.jpg","2","250g Chicken Breast","1  Sweet Potato","150g Brussels Sprouts","2  Carrot","1  Garlic cloves","50g Apricot Chutney","25g Gochujang","12.5ml Soy Sauce","50g Mayonnaise","1.5 tablespoon oil",NA,NA,NA,NA,NA,"250g Chicken Breast; 1  Sweet Potato; 150g Brussels Sprouts; 2  Carrot; 1  Garlic cloves; 50g Apricot Chutney; 25g Gochujang; 12.5ml Soy Sauce; 50g Mayonnaise; 1.5 tablespoon oil"," Chicken Breast;  Sweet Potato;  Brussels Sprouts;  Carrot;  Garlic ; Apricot Chutney; Gochujang; .Soy Sauce; Mayonnaise;  oil","79",79
"One-tray chicken breast in apricot marinade
with Brussels sprouts, sweet potato and gochujang mayo dip","Mariam","45585","HähnchenbrustAprikosen","2","finished","26,3","675","681","6","One-Tray Hähnchenbrust in Aprikosen-Marinade
mit Rosenkohl, Süßkartoffel und Gochujang-Mayo-Dip","https://www.hellofresh.de/recipes/asiatisches-stir-fry-vom-blech-mit-hahnchenbrust-64e860854e40d5c6cb1a51ee","Mariam_Sun_Meal3_3.jpg","2","250g Chicken Breast","1  Sweet Potato","150g Brussels Sprouts","2  Carrot","1  Garlic cloves","50g Apricot Chutney","25g Gochujang","12.5ml Soy Sauce","50g Mayonnaise","1.5 tablespoon oil",NA,NA,NA,NA,NA,"250g Chicken Breast; 1  Sweet Potato; 150g Brussels Sprouts; 2  Carrot; 1  Garlic cloves; 50g Apricot Chutney; 25g Gochujang; 12.5ml Soy Sauce; 50g Mayonnaise; 1.5 tablespoon oil"," Chicken Breast;  Sweet Potato;  Brussels Sprouts;  Carrot;  Garlic ; Apricot Chutney; Gochujang; .Soy Sauce; Mayonnaise;  oil","6",6
"Orzo with roasted vegetables and whole wheat garlic bread","Erica","Saturday","OrzoGroente","1","1","26.7","714","911","197","Orzo met geroosterde groenten en volkoren knoflookbrood","https://www.hellofresh.nl/recipes/orzo-met-geroosterde-groenten-en-volkoren-knoflookbrood-6669a42fbd13e7439ddc08f0","Erica_OrzoGroente_1_1.jpg","3","15g Basil","2  Red Pointed Pepper","2  Zucchini","1 Eggplant","115g Orzo","1  Onion","3 Garlic cloves","300g Passata","75g White Cheese","1.5  Ciabatta","6 tablespoon olive oil","1.5 teaspoon sugar","1.5 tablespoon balsamico",NA,NA,"15g Basil; 2  Red Pointed Pepper; 2  Zucchini; 1 Eggplant; 115g Orzo; 1  Onion; 3 Garlic cloves; 300g Passata; 75g White Cheese; 1.5  Ciabatta; 6 tablespoon olive oil; 1.5 teaspoon sugar; 1.5 tablespoon balsamico","Basil;  Red Pointed Pepper;  Zucchini; Eggplant;  Orzo;  Onion; Garlic ;  Passata; White Cheese;  Ciabatta;  olive oil;  sugar;  balsamico","197",197
"Orzo with roasted vegetables and whole wheat garlic bread","Erica","Saturday","OrzoGroente","2","1","26.7","732","1118","386","Orzo met geroosterde groenten en volkoren knoflookbrood","https://www.hellofresh.nl/recipes/orzo-met-geroosterde-groenten-en-volkoren-knoflookbrood-6669a42fbd13e7439ddc08f0","Erica_OrzoGroente_2_1.jpg","3","15g Basil","2  Red Pointed Pepper","2  Zucchini","1 Eggplant","115g Orzo","1  Onion","3 Garlic cloves","300g Passata","75g White Cheese","1.5  Ciabatta","6 tablespoon olive oil","1.5 teaspoon sugar","1.5 tablespoon balsamico",NA,NA,"15g Basil; 2  Red Pointed Pepper; 2  Zucchini; 1 Eggplant; 115g Orzo; 1  Onion; 3 Garlic cloves; 300g Passata; 75g White Cheese; 1.5  Ciabatta; 6 tablespoon olive oil; 1.5 teaspoon sugar; 1.5 tablespoon balsamico","Basil;  Red Pointed Pepper;  Zucchini; Eggplant;  Orzo;  Onion; Garlic ;  Passata; White Cheese;  Ciabatta;  olive oil;  sugar;  balsamico","386",386
"Orzo with roasted vegetables and whole wheat garlic bread","Erica","Saturday","OrzoGroente","1","2","26.7","714","798","84","Orzo met geroosterde groenten en volkoren knoflookbrood","https://www.hellofresh.nl/recipes/orzo-met-geroosterde-groenten-en-volkoren-knoflookbrood-6669a42fbd13e7439ddc08f0","Erica_OrzoGroente_1_2.jpg","3","15g Basil","2  Red Pointed Pepper","2  Zucchini","1 Eggplant","115g Orzo","1  Onion","3 Garlic cloves","300g Passata","75g White Cheese","1.5  Ciabatta","6 tablespoon olive oil","1.5 teaspoon sugar","1.5 tablespoon balsamico",NA,NA,"15g Basil; 2  Red Pointed Pepper; 2  Zucchini; 1 Eggplant; 115g Orzo; 1  Onion; 3 Garlic cloves; 300g Passata; 75g White Cheese; 1.5  Ciabatta; 6 tablespoon olive oil; 1.5 teaspoon sugar; 1.5 tablespoon balsamico","Basil;  Red Pointed Pepper;  Zucchini; Eggplant;  Orzo;  Onion; Garlic ;  Passata; White Cheese;  Ciabatta;  olive oil;  sugar;  balsamico","84",84
"Orzo with roasted vegetables and whole wheat garlic bread","Erica","Saturday","OrzoGroente","2","2","26.7","732","914","182","Orzo met geroosterde groenten en volkoren knoflookbrood","https://www.hellofresh.nl/recipes/orzo-met-geroosterde-groenten-en-volkoren-knoflookbrood-6669a42fbd13e7439ddc08f0","Erica_OrzoGroente_2_2.jpg","3","15g Basil","2  Red Pointed Pepper","2  Zucchini","1 Eggplant","115g Orzo","1  Onion","3 Garlic cloves","300g Passata","75g White Cheese","1.5  Ciabatta","6 tablespoon olive oil","1.5 teaspoon sugar","1.5 tablespoon balsamico",NA,NA,"15g Basil; 2  Red Pointed Pepper; 2  Zucchini; 1 Eggplant; 115g Orzo; 1  Onion; 3 Garlic cloves; 300g Passata; 75g White Cheese; 1.5  Ciabatta; 6 tablespoon olive oil; 1.5 teaspoon sugar; 1.5 tablespoon balsamico","Basil;  Red Pointed Pepper;  Zucchini; Eggplant;  Orzo;  Onion; Garlic ;  Passata; White Cheese;  Ciabatta;  olive oil;  sugar;  balsamico","182",182
"Orzo with roasted vegetables and whole wheat garlic bread","Erica","Saturday","OrzoGroente","1","3","26.7","714","716","2","Orzo met geroosterde groenten en volkoren knoflookbrood","https://www.hellofresh.nl/recipes/orzo-met-geroosterde-groenten-en-volkoren-knoflookbrood-6669a42fbd13e7439ddc08f0","Erica_OrzoGroente_1_3.jpg","3","15g Basil","2  Red Pointed Pepper","2  Zucchini","1 Eggplant","115g Orzo","1  Onion","3 Garlic cloves","300g Passata","75g White Cheese","1.5  Ciabatta","6 tablespoon olive oil","1.5 teaspoon sugar","1.5 tablespoon balsamico",NA,NA,"15g Basil; 2  Red Pointed Pepper; 2  Zucchini; 1 Eggplant; 115g Orzo; 1  Onion; 3 Garlic cloves; 300g Passata; 75g White Cheese; 1.5  Ciabatta; 6 tablespoon olive oil; 1.5 teaspoon sugar; 1.5 tablespoon balsamico","Basil;  Red Pointed Pepper;  Zucchini; Eggplant;  Orzo;  Onion; Garlic ;  Passata; White Cheese;  Ciabatta;  olive oil;  sugar;  balsamico","2",2
"Orzo with roasted vegetables and whole wheat garlic bread","Erica","Saturday","OrzoGroente","2","3","26.7","732","735","3","Orzo met geroosterde groenten en volkoren knoflookbrood","https://www.hellofresh.nl/recipes/orzo-met-geroosterde-groenten-en-volkoren-knoflookbrood-6669a42fbd13e7439ddc08f0","Erica_OrzoGroente_2_3.jpg","3","15g Basil","2  Red Pointed Pepper","2  Zucchini","1 Eggplant","115g Orzo","1  Onion","3 Garlic cloves","300g Passata","75g White Cheese","1.5  Ciabatta","6 tablespoon olive oil","1.5 teaspoon sugar","1.5 tablespoon balsamico",NA,NA,"15g Basil; 2  Red Pointed Pepper; 2  Zucchini; 1 Eggplant; 115g Orzo; 1  Onion; 3 Garlic cloves; 300g Passata; 75g White Cheese; 1.5  Ciabatta; 6 tablespoon olive oil; 1.5 teaspoon sugar; 1.5 tablespoon balsamico","Basil;  Red Pointed Pepper;  Zucchini; Eggplant;  Orzo;  Onion; Garlic ;  Passata; White Cheese;  Ciabatta;  olive oil;  sugar;  balsamico","3",3
"Potato stir-fry with fried egg and mushrooms","Erica","Monday","Aardappelroerbak","1","1","22.5","507","723","216","Aardappelroerbak met spiegelei en champignons","https://www.hellofresh.nl/recipes/aardappelroerbak-met-spiegelei-en-kaas-658d7dd0f9d1ffb514ddb85b","Erica_Aardappelroerbak_1_1.jpg","3","600g Potatoes","100g Green Beans","1.5  Garlic cloves","1.5  Onion","250g Mushrooms","150g Gouda Cheese","3 Egg","7.5g Parsley","2 Carrot","3.75 tablespoon butter",NA,NA,NA,NA,NA,"600g Potatoes; 100g Green Beans; 1.5  Garlic cloves; 1.5  Onion; 250g Mushrooms; 150g Gouda Cheese; 3 Egg; 7.5g Parsley; 2 Carrot; 3.75 tablespoon butter"," Potatoes;  Green Beans;  Garlic ;  Onion;  Mushrooms;  Gouda Cheese; Egg;  Parsley; Carrot;   butter","216",216
"Potato stir-fry with fried egg and mushrooms","Erica","Monday","Aardappelroerbak","2","1","22.5","511","684","173","Aardappelroerbak met spiegelei en champignons","https://www.hellofresh.nl/recipes/aardappelroerbak-met-spiegelei-en-kaas-658d7dd0f9d1ffb514ddb85b","Erica_Aardappelroerbak_2_1.jpg","3","600g Potatoes","100g Green Beans","1.5  Garlic cloves","1.5  Onion","250g Mushrooms","150g Gouda Cheese","3 Egg","7.5g Parsley","2 Carrot","3.75 tablespoon butter",NA,NA,NA,NA,NA,"600g Potatoes; 100g Green Beans; 1.5  Garlic cloves; 1.5  Onion; 250g Mushrooms; 150g Gouda Cheese; 3 Egg; 7.5g Parsley; 2 Carrot; 3.75 tablespoon butter"," Potatoes;  Green Beans;  Garlic ;  Onion;  Mushrooms;  Gouda Cheese; Egg;  Parsley; Carrot;   butter","173",173
"Potato stir-fry with fried egg and mushrooms","Erica","Monday","Aardappelroerbak","3","1","22.5","506","794","288","Aardappelroerbak met spiegelei en champignons","https://www.hellofresh.nl/recipes/aardappelroerbak-met-spiegelei-en-kaas-658d7dd0f9d1ffb514ddb85b","Erica_Aardappelroerbak_3_1.jpg","3","600g Potatoes","100g Green Beans","1.5  Garlic cloves","1.5  Onion","250g Mushrooms","150g Gouda Cheese","3 Egg","7.5g Parsley","2 Carrot","3.75 tablespoon butter",NA,NA,NA,NA,NA,"600g Potatoes; 100g Green Beans; 1.5  Garlic cloves; 1.5  Onion; 250g Mushrooms; 150g Gouda Cheese; 3 Egg; 7.5g Parsley; 2 Carrot; 3.75 tablespoon butter"," Potatoes;  Green Beans;  Garlic ;  Onion;  Mushrooms;  Gouda Cheese; Egg;  Parsley; Carrot;   butter","288",288
"Potato stir-fry with fried egg and mushrooms","Erica","Monday","Aardappelroerbak","1","2","22.5","507","587","80","Aardappelroerbak met spiegelei en champignons","https://www.hellofresh.nl/recipes/aardappelroerbak-met-spiegelei-en-kaas-658d7dd0f9d1ffb514ddb85b","Erica_Aardappelroerbak_1_2.jpg","3","600g Potatoes","100g Green Beans","1.5  Garlic cloves","1.5  Onion","250g Mushrooms","150g Gouda Cheese","3 Egg","7.5g Parsley","2 Carrot","3.75 tablespoon butter",NA,NA,NA,NA,NA,"600g Potatoes; 100g Green Beans; 1.5  Garlic cloves; 1.5  Onion; 250g Mushrooms; 150g Gouda Cheese; 3 Egg; 7.5g Parsley; 2 Carrot; 3.75 tablespoon butter"," Potatoes;  Green Beans;  Garlic ;  Onion;  Mushrooms;  Gouda Cheese; Egg;  Parsley; Carrot;   butter","80",80
"Potato stir-fry with fried egg and mushrooms","Erica","Monday","Aardappelroerbak","2","2","22.5","511","562","51","Aardappelroerbak met spiegelei en champignons","https://www.hellofresh.nl/recipes/aardappelroerbak-met-spiegelei-en-kaas-658d7dd0f9d1ffb514ddb85b","Erica_Aardappelroerbak_2_2.jpg","3","600g Potatoes","100g Green Beans","1.5  Garlic cloves","1.5  Onion","250g Mushrooms","150g Gouda Cheese","3 Egg","7.5g Parsley","2 Carrot","3.75 tablespoon butter",NA,NA,NA,NA,NA,"600g Potatoes; 100g Green Beans; 1.5  Garlic cloves; 1.5  Onion; 250g Mushrooms; 150g Gouda Cheese; 3 Egg; 7.5g Parsley; 2 Carrot; 3.75 tablespoon butter"," Potatoes;  Green Beans;  Garlic ;  Onion;  Mushrooms;  Gouda Cheese; Egg;  Parsley; Carrot;   butter","51",51
"Potato stir-fry with fried egg and mushrooms","Erica","Monday","Aardappelroerbak","1","3","22.5","507","508","1","Aardappelroerbak met spiegelei en champignons","https://www.hellofresh.nl/recipes/aardappelroerbak-met-spiegelei-en-kaas-658d7dd0f9d1ffb514ddb85b","Erica_Aardappelroerbak_1_3.jpg","3","600g Potatoes","100g Green Beans","1.5  Garlic cloves","1.5  Onion","250g Mushrooms","150g Gouda Cheese","3 Egg","7.5g Parsley","2 Carrot","3.75 tablespoon butter",NA,NA,NA,NA,NA,"600g Potatoes; 100g Green Beans; 1.5  Garlic cloves; 1.5  Onion; 250g Mushrooms; 150g Gouda Cheese; 3 Egg; 7.5g Parsley; 2 Carrot; 3.75 tablespoon butter"," Potatoes;  Green Beans;  Garlic ;  Onion;  Mushrooms;  Gouda Cheese; Egg;  Parsley; Carrot;   butter","1",1
"Potato stir-fry with fried egg and mushrooms","Erica","Monday","Aardappelroerbak","2","3","22.5","511","513","2","Aardappelroerbak met spiegelei en champignons","https://www.hellofresh.nl/recipes/aardappelroerbak-met-spiegelei-en-kaas-658d7dd0f9d1ffb514ddb85b","Erica_Aardappelroerbak_2_3.jpg","3","600g Potatoes","100g Green Beans","1.5  Garlic cloves","1.5  Onion","250g Mushrooms","150g Gouda Cheese","3 Egg","7.5g Parsley","2 Carrot","3.75 tablespoon butter",NA,NA,NA,NA,NA,"600g Potatoes; 100g Green Beans; 1.5  Garlic cloves; 1.5  Onion; 250g Mushrooms; 150g Gouda Cheese; 3 Egg; 7.5g Parsley; 2 Carrot; 3.75 tablespoon butter"," Potatoes;  Green Beans;  Garlic ;  Onion;  Mushrooms;  Gouda Cheese; Egg;  Parsley; Carrot;   butter","2",2
"Potato stir-fry with fried egg and mushrooms","Erica","Monday","Aardappelroerbak","3","2","22.5","506","671","165","Aardappelroerbak met spiegelei en champignons","https://www.hellofresh.nl/recipes/aardappelroerbak-met-spiegelei-en-kaas-658d7dd0f9d1ffb514ddb85b","Erica_Aardappelroerbak_3_2.jpg","3","600g Potatoes","100g Green Beans","1.5  Garlic cloves","1.5  Onion","250g Mushrooms","150g Gouda Cheese","3 Egg","7.5g Parsley","2 Carrot","3.75 tablespoon butter",NA,NA,NA,NA,NA,"600g Potatoes; 100g Green Beans; 1.5  Garlic cloves; 1.5  Onion; 250g Mushrooms; 150g Gouda Cheese; 3 Egg; 7.5g Parsley; 2 Carrot; 3.75 tablespoon butter"," Potatoes;  Green Beans;  Garlic ;  Onion;  Mushrooms;  Gouda Cheese; Egg;  Parsley; Carrot;   butter","165",165
"Potato stir-fry with fried egg and mushrooms","Erica","Monday","Aardappelroerbak","3","3","22.5","506","508","2","Aardappelroerbak met spiegelei en champignons","https://www.hellofresh.nl/recipes/aardappelroerbak-met-spiegelei-en-kaas-658d7dd0f9d1ffb514ddb85b","Erica_Aardappelroerbak_3_3.jpg","3","600g Potatoes","100g Green Beans","1.5  Garlic cloves","1.5  Onion","250g Mushrooms","150g Gouda Cheese","3 Egg","7.5g Parsley","2 Carrot","3.75 tablespoon butter",NA,NA,NA,NA,NA,"600g Potatoes; 100g Green Beans; 1.5  Garlic cloves; 1.5  Onion; 250g Mushrooms; 150g Gouda Cheese; 3 Egg; 7.5g Parsley; 2 Carrot; 3.75 tablespoon butter"," Potatoes;  Green Beans;  Garlic ;  Onion;  Mushrooms;  Gouda Cheese; Egg;  Parsley; Carrot;   butter","2",2
"Prawns in Mediterranean marinade on orzo","Mariam","45581","ShrimpOrzo","1","50-30","26,3","669","882","213","Garnelen in mediterraner Marinade auf Orzo","https://www.hellofresh.de/recipes/garnelen-in-mediterraner-marinade-auf-orzo-salat-65b24289d1da3988cdd86720","Mitja_Wed_Meal1_1.jpg","2","150g Shrimps","180g orzo","1  Cucumber","2 Tomatoes","2  Garlic cloves","50g Tomato Pesto","75g Yoghurt","1 gram oregano","2 gram spice mix","1 tablespoon oil","1 tablespoon olive oil","350ml water",NA,NA,NA,"150g Shrimps; 180g orzo; 1  Cucumber; 2 Tomatoes; 2  Garlic cloves; 50g Tomato Pesto; 75g Yoghurt; 1 gram oregano; 2 gram spice mix; 1 tablespoon oil; 1 tablespoon olive oil; 350ml water"," Shrimps;  orzo;  Cucumber; Tomatoes;  Garlic ; Tomato Pesto; Yoghurt;  oregano;  spice mix;  oil;  olive oil; water","213",213
"Prawns in Mediterranean marinade on orzo","Mariam","45581","ShrimpOrzo","1","10%-30%","26,3","669","754","85","Garnelen in mediterraner Marinade auf Orzo","https://www.hellofresh.de/recipes/garnelen-in-mediterraner-marinade-auf-orzo-salat-65b24289d1da3988cdd86721","Mitja_Wed_Meal1_2.jpg","2","150g Shrimps","180g orzo","1  Cucumber","2 Tomatoes","2  Garlic cloves","50g Tomato Pesto","75g Yoghurt","1 gram oregano","2 gram spice mix","1 tablespoon oil","1 tablespoon olive oil","350ml water",NA,NA,NA,"150g Shrimps; 180g orzo; 1  Cucumber; 2 Tomatoes; 2  Garlic cloves; 50g Tomato Pesto; 75g Yoghurt; 1 gram oregano; 2 gram spice mix; 1 tablespoon oil; 1 tablespoon olive oil; 350ml water"," Shrimps;  orzo;  Cucumber; Tomatoes;  Garlic ; Tomato Pesto; Yoghurt;  oregano;  spice mix;  oil;  olive oil; water","85",85
"Prawns in Mediterranean marinade on orzo","Mariam","45581","ShrimpOrzo","1","finished","26,3","669","674","5","Garnelen in mediterraner Marinade auf Orzo","https://www.hellofresh.de/recipes/garnelen-in-mediterraner-marinade-auf-orzo-salat-65b24289d1da3988cdd86722","Mitja_Wed_Meal1_3.jpg","2","150g Shrimps","180g orzo","1  Cucumber","2 Tomatoes","2  Garlic cloves","50g Tomato Pesto","75g Yoghurt","1 gram oregano","2 gram spice mix","1 tablespoon oil","1 tablespoon olive oil","350ml water",NA,NA,NA,"150g Shrimps; 180g orzo; 1  Cucumber; 2 Tomatoes; 2  Garlic cloves; 50g Tomato Pesto; 75g Yoghurt; 1 gram oregano; 2 gram spice mix; 1 tablespoon oil; 1 tablespoon olive oil; 350ml water"," Shrimps;  orzo;  Cucumber; Tomatoes;  Garlic ; Tomato Pesto; Yoghurt;  oregano;  spice mix;  oil;  olive oil; water","5",5
"Prawns in Mediterranean marinade on orzo","Mariam","45581","ShrimpOrzo","2","50%-30%","26,3","668","916","248","Garnelen in mediterraner Marinade auf Orzo","https://www.hellofresh.de/recipes/garnelen-in-mediterraner-marinade-auf-orzo-salat-65b24289d1da3988cdd86723","Mariam_Wed_Meal1_1.jpg","2","150g Shrimps","180g orzo","1  Cucumber","2 Tomatoes","2  Garlic cloves","50g Tomato Pesto","75g Yoghurt","1 gram oregano","2 gram spice mix","1 tablespoon oil","1 tablespoon olive oil","350ml water",NA,NA,NA,"150g Shrimps; 180g orzo; 1  Cucumber; 2 Tomatoes; 2  Garlic cloves; 50g Tomato Pesto; 75g Yoghurt; 1 gram oregano; 2 gram spice mix; 1 tablespoon oil; 1 tablespoon olive oil; 350ml water"," Shrimps;  orzo;  Cucumber; Tomatoes;  Garlic ; Tomato Pesto; Yoghurt;  oregano;  spice mix;  oil;  olive oil; water","248",248
"Prawns in Mediterranean marinade on orzo","Mariam","45581","ShrimpOrzo","2","10%-30%","26,3","668","793","125","Garnelen in mediterraner Marinade auf Orzo","https://www.hellofresh.de/recipes/garnelen-in-mediterraner-marinade-auf-orzo-salat-65b24289d1da3988cdd86724","Mariam_Wed_Meal1_2.jpg","2","150g Shrimps","180g orzo","1  Cucumber","2 Tomatoes","2  Garlic cloves","50g Tomato Pesto","75g Yoghurt","1 gram oregano","2 gram spice mix","1 tablespoon oil","1 tablespoon olive oil","350ml water",NA,NA,NA,"150g Shrimps; 180g orzo; 1  Cucumber; 2 Tomatoes; 2  Garlic cloves; 50g Tomato Pesto; 75g Yoghurt; 1 gram oregano; 2 gram spice mix; 1 tablespoon oil; 1 tablespoon olive oil; 350ml water"," Shrimps;  orzo;  Cucumber; Tomatoes;  Garlic ; Tomato Pesto; Yoghurt;  oregano;  spice mix;  oil;  olive oil; water","125",125
"Prawns in Mediterranean marinade on orzo","Mariam","45581","ShrimpOrzo","2","finished","26,3","668","673","5","Garnelen in mediterraner Marinade auf Orzo","https://www.hellofresh.de/recipes/garnelen-in-mediterraner-marinade-auf-orzo-salat-65b24289d1da3988cdd86725","Mariam_Wed_Meal1_3.jpg","2","150g Shrimps","180g orzo","1  Cucumber","2 Tomatoes","2  Garlic cloves","50g Tomato Pesto","75g Yoghurt","1 gram oregano","2 gram spice mix","1 tablespoon oil","1 tablespoon olive oil","350ml water",NA,NA,NA,"150g Shrimps; 180g orzo; 1  Cucumber; 2 Tomatoes; 2  Garlic cloves; 50g Tomato Pesto; 75g Yoghurt; 1 gram oregano; 2 gram spice mix; 1 tablespoon oil; 1 tablespoon olive oil; 350ml water"," Shrimps;  orzo;  Cucumber; Tomatoes;  Garlic ; Tomato Pesto; Yoghurt;  oregano;  spice mix;  oil;  olive oil; water","5",5
