"Recipe Name (ENG)","Your name","Day","Meal Name","Person Nr","Moment of the meal","Plate Size (cm)","Empty plate weight (g)","Post meal weight (g)","Leftovers weight (g)","Recipe Name","Recipe Link","PhotoName","servings","ingredient_1","ingredient_2","ingredient_3","ingredient_4","ingredient_5","ingredient_6","ingredient_7","ingredient_8","ingredient_9","ingredient_10","ingredient_11","ingredient_12","ingredient_13","ingredient_14","ingredient_15","ingredientsQuantity","ingredients","TotalGramsSelf_char","TotalGramsSelf"
"skandi hake in cream and mustard sauce with lemon rice and cucumber salad","Nina","45583","Fish","1","50-30%","26.8","658","833","175","skandi hake in cream and mustard sauce with lemon rice and cucumber salad","https://www.hellofresh.de/recipes/skandi-seehecht-in-sahne-senf-sosse-64916bcb7c7d6edb8b03aee2","Nina_Day2_fish1_50.jpg","3","375g Hake","225g Rice","1  Cucumber","2  Shallot","2 Lemon","10g Dill","200g Cream","20ml Mustard","600ml Water","1.5 tablespoon oil","1.5 teaspoon sugar",NA,NA,NA,NA,"375g Hake; 225g Rice; 1  Cucumber; 2  Shallot; 2 Lemon; 10g Dill; 200g Cream; 20ml Mustard; 600ml Water; 1.5 tablespoon oil; 1.5 teaspoon sugar"," Hake;  Rice;  Cucumber;  Shallot; Lemon; Dill;  Cream; Mustard; Water;  oil;  sugar","175",175
"skandi hake in cream and mustard sauce with lemon rice and cucumber salad","Nina","45583","Fish","1","30-10%","26.8","658","710","52","skandi hake in cream and mustard sauce with lemon rice and cucumber salad","https://www.hellofresh.de/recipes/skandi-seehecht-in-sahne-senf-sosse-64916bcb7c7d6edb8b03aee3","Nina_Day2_fish1_30.jpg","3","375g Hake","225g Rice","1  Cucumber","2  Shallot","2 Lemon","10g Dill","200g Cream","20ml Mustard","600ml Water","1.5 tablespoon oil","1.5 teaspoon sugar",NA,NA,NA,NA,"375g Hake; 225g Rice; 1  Cucumber; 2  Shallot; 2 Lemon; 10g Dill; 200g Cream; 20ml Mustard; 600ml Water; 1.5 tablespoon oil; 1.5 teaspoon sugar"," Hake;  Rice;  Cucumber;  Shallot; Lemon; Dill;  Cream; Mustard; Water;  oil;  sugar","52",52
"skandi hake in cream and mustard sauce with lemon rice and cucumber salad","Nina","45583","Fish","1","finished","26.8","658","664","6","skandi hake in cream and mustard sauce with lemon rice and cucumber salad","https://www.hellofresh.de/recipes/skandi-seehecht-in-sahne-senf-sosse-64916bcb7c7d6edb8b03aee4","Nina_Day2_fish1_0.jpg","3","375g Hake","225g Rice","1  Cucumber","2  Shallot","2 Lemon","10g Dill","200g Cream","20ml Mustard","600ml Water","1.5 tablespoon oil","1.5 teaspoon sugar",NA,NA,NA,NA,"375g Hake; 225g Rice; 1  Cucumber; 2  Shallot; 2 Lemon; 10g Dill; 200g Cream; 20ml Mustard; 600ml Water; 1.5 tablespoon oil; 1.5 teaspoon sugar"," Hake;  Rice;  Cucumber;  Shallot; Lemon; Dill;  Cream; Mustard; Water;  oil;  sugar","6",6
"skandi hake in cream and mustard sauce with lemon rice and cucumber salad","Nina","45583","Fish","2","50-30%","25","634","835","201","skandi hake in cream and mustard sauce with lemon rice and cucumber salad","https://www.hellofresh.de/recipes/skandi-seehecht-in-sahne-senf-sosse-64916bcb7c7d6edb8b03aee5","Nina_Day2_fish2_50.jpg","3","375g Hake","225g Rice","1  Cucumber","2  Shallot","2 Lemon","10g Dill","200g Cream","20ml Mustard","600ml Water","1.5 tablespoon oil","1.5 teaspoon sugar",NA,NA,NA,NA,"375g Hake; 225g Rice; 1  Cucumber; 2  Shallot; 2 Lemon; 10g Dill; 200g Cream; 20ml Mustard; 600ml Water; 1.5 tablespoon oil; 1.5 teaspoon sugar"," Hake;  Rice;  Cucumber;  Shallot; Lemon; Dill;  Cream; Mustard; Water;  oil;  sugar","201",201
"skandi hake in cream and mustard sauce with lemon rice and cucumber salad","Nina","45583","Fish","3","50-30%","26.8","573","768","195","skandi hake in cream and mustard sauce with lemon rice and cucumber salad","https://www.hellofresh.de/recipes/skandi-seehecht-in-sahne-senf-sosse-64916bcb7c7d6edb8b03aee8","Nina_Day2_fish3_50.jpg","3","375g Hake","225g Rice","1  Cucumber","2  Shallot","2 Lemon","10g Dill","200g Cream","20ml Mustard","600ml Water","1.5 tablespoon oil","1.5 teaspoon sugar",NA,NA,NA,NA,"375g Hake; 225g Rice; 1  Cucumber; 2  Shallot; 2 Lemon; 10g Dill; 200g Cream; 20ml Mustard; 600ml Water; 1.5 tablespoon oil; 1.5 teaspoon sugar"," Hake;  Rice;  Cucumber;  Shallot; Lemon; Dill;  Cream; Mustard; Water;  oil;  sugar","195",195
"skandi hake in cream and mustard sauce with lemon rice and cucumber salad","Nina","45583","Fish","3","30-10%","26.8","573","670","97","skandi hake in cream and mustard sauce with lemon rice and cucumber salad","https://www.hellofresh.de/recipes/skandi-seehecht-in-sahne-senf-sosse-64916bcb7c7d6edb8b03aee9","Nina_Day2_fish3_30.jpg","3","375g Hake","225g Rice","1  Cucumber","2  Shallot","2 Lemon","10g Dill","200g Cream","20ml Mustard","600ml Water","1.5 tablespoon oil","1.5 teaspoon sugar",NA,NA,NA,NA,"375g Hake; 225g Rice; 1  Cucumber; 2  Shallot; 2 Lemon; 10g Dill; 200g Cream; 20ml Mustard; 600ml Water; 1.5 tablespoon oil; 1.5 teaspoon sugar"," Hake;  Rice;  Cucumber;  Shallot; Lemon; Dill;  Cream; Mustard; Water;  oil;  sugar","97",97
"skandi hake in cream and mustard sauce with lemon rice and cucumber salad","Nina","45583","Fish","3","finished","26.8","573","632","59","skandi hake in cream and mustard sauce with lemon rice and cucumber salad","https://www.hellofresh.de/recipes/skandi-seehecht-in-sahne-senf-sosse-64916bcb7c7d6edb8b03aee10","Nina_Day2_fish3_0.jpg","3","375g Hake","225g Rice","1  Cucumber","2  Shallot","2 Lemon","10g Dill","200g Cream","20ml Mustard","600ml Water","1.5 tablespoon oil","1.5 teaspoon sugar",NA,NA,NA,NA,"375g Hake; 225g Rice; 1  Cucumber; 2  Shallot; 2 Lemon; 10g Dill; 200g Cream; 20ml Mustard; 600ml Water; 1.5 tablespoon oil; 1.5 teaspoon sugar"," Hake;  Rice;  Cucumber;  Shallot; Lemon; Dill;  Cream; Mustard; Water;  oil;  sugar","59",59
"Teriyaki fish fillet on ginger-sweet potato mash
with spicy cucumber salad","Mariam","18.10.2024","TeriyakiFishfilet","1","50%-30%","26,3","683","900","217","Teriyaki-Fischfilet auf Ingwer-Süßkartoffelstampf
mit scharfem Gurkensalat","https://www.hellofresh.de/recipes/pangasius-in-teriyaki-sosse-662f9c6d7ceb4fe1685f1ab2","Mitja_Fri_Meal2_1.jpg","2","240g Pangasius","1  Sweet Potato","1  Cucumber","1  Carrot","1  Lime","1  Spring Onion","10g Ginger","100ml Teriyaki Sauce","100ml Water","2 tablespoon olive oil","1 tablespoon butter","100 ml water",NA,NA,NA,"240g Pangasius; 1  Sweet Potato; 1  Cucumber; 1  Carrot; 1  Lime; 1  Spring Onion; 10g Ginger; 100ml Teriyaki Sauce; 100ml Water; 2 tablespoon olive oil; 1 tablespoon butter; 100 ml water"," Pangasius;  Sweet Potato;  Cucumber;  Carrot;  Lime;  Spring Onion; Ginger; Teriyaki Sauce; Water;  olive oil;  butter; water","217",217
"Teriyaki fish fillet on ginger-sweet potato mash
with spicy cucumber salad","Mariam","18.10.2024","TeriyakiFishfilet","1","10%-30%","26,3","683","768","85","Teriyaki-Fischfilet auf Ingwer-Süßkartoffelstampf
mit scharfem Gurkensalat","https://www.hellofresh.de/recipes/pangasius-in-teriyaki-sosse-662f9c6d7ceb4fe1685f1ab2","Mitja_Fri_Meal2_2.jpg","2","240g Pangasius","1  Sweet Potato","1  Cucumber","1  Carrot","1  Lime","1  Spring Onion","10g Ginger","100ml Teriyaki Sauce","100ml Water","2 tablespoon olive oil","1 tablespoon butter","100 ml water",NA,NA,NA,"240g Pangasius; 1  Sweet Potato; 1  Cucumber; 1  Carrot; 1  Lime; 1  Spring Onion; 10g Ginger; 100ml Teriyaki Sauce; 100ml Water; 2 tablespoon olive oil; 1 tablespoon butter; 100 ml water"," Pangasius;  Sweet Potato;  Cucumber;  Carrot;  Lime;  Spring Onion; Ginger; Teriyaki Sauce; Water;  olive oil;  butter; water","85",85
"Teriyaki fish fillet on ginger-sweet potato mash
with spicy cucumber salad","Mariam","18.10.2024","TeriyakiFishfilet","1","finished","26,3","683","707","24","Teriyaki-Fischfilet auf Ingwer-Süßkartoffelstampf
mit scharfem Gurkensalat","https://www.hellofresh.de/recipes/pangasius-in-teriyaki-sosse-662f9c6d7ceb4fe1685f1ab2","Mitja_Fri_Meal2_3.jpg","2","240g Pangasius","1  Sweet Potato","1  Cucumber","1  Carrot","1  Lime","1  Spring Onion","10g Ginger","100ml Teriyaki Sauce","100ml Water","2 tablespoon olive oil","1 tablespoon butter","100 ml water",NA,NA,NA,"240g Pangasius; 1  Sweet Potato; 1  Cucumber; 1  Carrot; 1  Lime; 1  Spring Onion; 10g Ginger; 100ml Teriyaki Sauce; 100ml Water; 2 tablespoon olive oil; 1 tablespoon butter; 100 ml water"," Pangasius;  Sweet Potato;  Cucumber;  Carrot;  Lime;  Spring Onion; Ginger; Teriyaki Sauce; Water;  olive oil;  butter; water","24",24
"Teriyaki fish fillet on ginger-sweet potato mash
with spicy cucumber salad","Mariam","18.10.2024","TeriyakiFishfilet","2","50%-30%","26,3","676","950","274","Teriyaki-Fischfilet auf Ingwer-Süßkartoffelstampf
mit scharfem Gurkensalat","https://www.hellofresh.de/recipes/pangasius-in-teriyaki-sosse-662f9c6d7ceb4fe1685f1ab2","Mariam_Fri_Meal2_1.jpg","2","240g Pangasius","1  Sweet Potato","1  Cucumber","1  Carrot","1  Lime","1  Spring Onion","10g Ginger","100ml Teriyaki Sauce","100ml Water","2 tablespoon olive oil","1 tablespoon butter","100 ml water",NA,NA,NA,"240g Pangasius; 1  Sweet Potato; 1  Cucumber; 1  Carrot; 1  Lime; 1  Spring Onion; 10g Ginger; 100ml Teriyaki Sauce; 100ml Water; 2 tablespoon olive oil; 1 tablespoon butter; 100 ml water"," Pangasius;  Sweet Potato;  Cucumber;  Carrot;  Lime;  Spring Onion; Ginger; Teriyaki Sauce; Water;  olive oil;  butter; water","274",274
"Teriyaki fish fillet on ginger-sweet potato mash
with spicy cucumber salad","Mariam","18.10.2024","TeriyakiFishfilet","2","10%-30%","26,3","676","851","175","Teriyaki-Fischfilet auf Ingwer-Süßkartoffelstampf
mit scharfem Gurkensalat","https://www.hellofresh.de/recipes/pangasius-in-teriyaki-sosse-662f9c6d7ceb4fe1685f1ab2","Mariam_Fri_Meal2_2.jpg","2","240g Pangasius","1  Sweet Potato","1  Cucumber","1  Carrot","1  Lime","1  Spring Onion","10g Ginger","100ml Teriyaki Sauce","100ml Water","2 tablespoon olive oil","1 tablespoon butter","100 ml water",NA,NA,NA,"240g Pangasius; 1  Sweet Potato; 1  Cucumber; 1  Carrot; 1  Lime; 1  Spring Onion; 10g Ginger; 100ml Teriyaki Sauce; 100ml Water; 2 tablespoon olive oil; 1 tablespoon butter; 100 ml water"," Pangasius;  Sweet Potato;  Cucumber;  Carrot;  Lime;  Spring Onion; Ginger; Teriyaki Sauce; Water;  olive oil;  butter; water","175",175
"Teriyaki fish fillet on ginger-sweet potato mash
with spicy cucumber salad","Mariam","18.10.2024","TeriyakiFishfilet","2","finished","26,3","676","694","18","Teriyaki-Fischfilet auf Ingwer-Süßkartoffelstampf
mit scharfem Gurkensalat","https://www.hellofresh.de/recipes/pangasius-in-teriyaki-sosse-662f9c6d7ceb4fe1685f1ab2","Mariam_Fri_Meal2_3.jpg","2","240g Pangasius","1  Sweet Potato","1  Cucumber","1  Carrot","1  Lime","1  Spring Onion","10g Ginger","100ml Teriyaki Sauce","100ml Water","2 tablespoon olive oil","1 tablespoon butter","100 ml water",NA,NA,NA,"240g Pangasius; 1  Sweet Potato; 1  Cucumber; 1  Carrot; 1  Lime; 1  Spring Onion; 10g Ginger; 100ml Teriyaki Sauce; 100ml Water; 2 tablespoon olive oil; 1 tablespoon butter; 100 ml water"," Pangasius;  Sweet Potato;  Cucumber;  Carrot;  Lime;  Spring Onion; Ginger; Teriyaki Sauce; Water;  olive oil;  butter; water","18",18
"Whole wheat penne with red pesto tomato sauce","Meike","Wednesday","PastaVeggie","1","50","25","574","899","325","Volkoren penne met rodepesto-tomaten saus","https://www.hellofresh.nl/recipes/volkoren-penne-met-rode-pesto-tomatensaus-6482f79c4726b736914e1a6f","Meike_Wed_PastaVeggie_Pers1_Moment1.jpg","3","270g Penne","1.5 Onion","1.5  Zucchini","1.5  Carrot","1.5  Garlic cloves","120g Red Pesto","60g Grana Padano Flakes","15g Basil","300ml Broth","3 tablespoon olive oil","120 g tomatoes","0.5 tomato puree","50g tomato paste",NA,NA,"270g Penne; 1.5 Onion; 1.5  Zucchini; 1.5  Carrot; 1.5  Garlic cloves; 120g Red Pesto; 60g Grana Padano Flakes; 15g Basil; 300ml Broth; 3 tablespoon olive oil; 120 g tomatoes; 0.5 tomato puree; 50g tomato paste"," Penne; Onion;  Zucchini;  Carrot;  Garlic ;  Red Pesto; Grana Padano Flakes; Basil; Broth;  olive oil; tomatoes; tomato puree; tomato paste","325",325
"Whole wheat penne with red pesto tomato sauce","Meike","Wednesday","PastaVeggie","2","50","25","616","947","331","Volkoren penne met rodepesto-tomaten saus","https://www.hellofresh.nl/recipes/volkoren-penne-met-rode-pesto-tomatensaus-6482f79c4726b736914e1a6f","Meike_Wed_PastaVeggie_Pers2_Moment1.jpg","3","270g Penne","1.5 Onion","1.5  Zucchini","1.5  Carrot","1.5  Garlic cloves","120g Red Pesto","60g Grana Padano Flakes","15g Basil","300ml Broth","3 tablespoon olive oil","120 g tomatoes","0.5 tomato puree","50g tomato paste",NA,NA,"270g Penne; 1.5 Onion; 1.5  Zucchini; 1.5  Carrot; 1.5  Garlic cloves; 120g Red Pesto; 60g Grana Padano Flakes; 15g Basil; 300ml Broth; 3 tablespoon olive oil; 120 g tomatoes; 0.5 tomato puree; 50g tomato paste"," Penne; Onion;  Zucchini;  Carrot;  Garlic ;  Red Pesto; Grana Padano Flakes; Basil; Broth;  olive oil; tomatoes; tomato puree; tomato paste","331",331
"Whole wheat penne with red pesto tomato sauce","Meike","Wednesday","PastaVeggie","3","50","25","598","904","306","Volkoren penne met rodepesto-tomaten saus","https://www.hellofresh.nl/recipes/volkoren-penne-met-rode-pesto-tomatensaus-6482f79c4726b736914e1a6f","Meike_Wed_PastaVeggie_Pers3_Moment1.jpg","3","270g Penne","1.5 Onion","1.5  Zucchini","1.5  Carrot","1.5  Garlic cloves","120g Red Pesto","60g Grana Padano Flakes","15g Basil","300ml Broth","3 tablespoon olive oil","120 g tomatoes","0.5 tomato puree","50g tomato paste",NA,NA,"270g Penne; 1.5 Onion; 1.5  Zucchini; 1.5  Carrot; 1.5  Garlic cloves; 120g Red Pesto; 60g Grana Padano Flakes; 15g Basil; 300ml Broth; 3 tablespoon olive oil; 120 g tomatoes; 0.5 tomato puree; 50g tomato paste"," Penne; Onion;  Zucchini;  Carrot;  Garlic ;  Red Pesto; Grana Padano Flakes; Basil; Broth;  olive oil; tomatoes; tomato puree; tomato paste","306",306
"Whole wheat penne with red pesto tomato sauce","Meike","Wednesday","PastaVeggie","1","10","25","574","680","106","Volkoren penne met rodepesto-tomaten saus","https://www.hellofresh.nl/recipes/volkoren-penne-met-rode-pesto-tomatensaus-6482f79c4726b736914e1a6f","Meike_Wed_PastaVeggie_Pers1_Moment2.jpg","3","270g Penne","1.5 Onion","1.5  Zucchini","1.5  Carrot","1.5  Garlic cloves","120g Red Pesto","60g Grana Padano Flakes","15g Basil","300ml Broth","3 tablespoon olive oil","120 g tomatoes","0.5 tomato puree","50g tomato paste",NA,NA,"270g Penne; 1.5 Onion; 1.5  Zucchini; 1.5  Carrot; 1.5  Garlic cloves; 120g Red Pesto; 60g Grana Padano Flakes; 15g Basil; 300ml Broth; 3 tablespoon olive oil; 120 g tomatoes; 0.5 tomato puree; 50g tomato paste"," Penne; Onion;  Zucchini;  Carrot;  Garlic ;  Red Pesto; Grana Padano Flakes; Basil; Broth;  olive oil; tomatoes; tomato puree; tomato paste","106",106
"Whole wheat penne with red pesto tomato sauce","Meike","Wednesday","PastaVeggie","2","10","25","616","749","133","Volkoren penne met rodepesto-tomaten saus","https://www.hellofresh.nl/recipes/volkoren-penne-met-rode-pesto-tomatensaus-6482f79c4726b736914e1a6f","Meike_Wed_PastaVeggie_Pers2_Moment2.jpg","3","270g Penne","1.5 Onion","1.5  Zucchini","1.5  Carrot","1.5  Garlic cloves","120g Red Pesto","60g Grana Padano Flakes","15g Basil","300ml Broth","3 tablespoon olive oil","120 g tomatoes","0.5 tomato puree","50g tomato paste",NA,NA,"270g Penne; 1.5 Onion; 1.5  Zucchini; 1.5  Carrot; 1.5  Garlic cloves; 120g Red Pesto; 60g Grana Padano Flakes; 15g Basil; 300ml Broth; 3 tablespoon olive oil; 120 g tomatoes; 0.5 tomato puree; 50g tomato paste"," Penne; Onion;  Zucchini;  Carrot;  Garlic ;  Red Pesto; Grana Padano Flakes; Basil; Broth;  olive oil; tomatoes; tomato puree; tomato paste","133",133
"Whole wheat penne with red pesto tomato sauce","Meike","Wednesday","PastaVeggie","3","10","25","598","745","147","Volkoren penne met rodepesto-tomaten saus","https://www.hellofresh.nl/recipes/volkoren-penne-met-rode-pesto-tomatensaus-6482f79c4726b736914e1a6f","Meike_Wed_PastaVeggie_Pers3_Moment2.jpg","3","270g Penne","1.5 Onion","1.5  Zucchini","1.5  Carrot","1.5  Garlic cloves","120g Red Pesto","60g Grana Padano Flakes","15g Basil","300ml Broth","3 tablespoon olive oil","120 g tomatoes","0.5 tomato puree","50g tomato paste",NA,NA,"270g Penne; 1.5 Onion; 1.5  Zucchini; 1.5  Carrot; 1.5  Garlic cloves; 120g Red Pesto; 60g Grana Padano Flakes; 15g Basil; 300ml Broth; 3 tablespoon olive oil; 120 g tomatoes; 0.5 tomato puree; 50g tomato paste"," Penne; Onion;  Zucchini;  Carrot;  Garlic ;  Red Pesto; Grana Padano Flakes; Basil; Broth;  olive oil; tomatoes; tomato puree; tomato paste","147",147
"Whole wheat penne with red pesto tomato sauce","Meike","Wednesday","PastaVeggie","1","finished","25","574","580","6","Volkoren penne met rodepesto-tomaten saus","https://www.hellofresh.nl/recipes/volkoren-penne-met-rode-pesto-tomatensaus-6482f79c4726b736914e1a6f","Meike_Wed_PastaVeggie_Pers1_Moment3.jpg","3","270g Penne","1.5 Onion","1.5  Zucchini","1.5  Carrot","1.5  Garlic cloves","120g Red Pesto","60g Grana Padano Flakes","15g Basil","300ml Broth","3 tablespoon olive oil","120 g tomatoes","0.5 tomato puree","50g tomato paste",NA,NA,"270g Penne; 1.5 Onion; 1.5  Zucchini; 1.5  Carrot; 1.5  Garlic cloves; 120g Red Pesto; 60g Grana Padano Flakes; 15g Basil; 300ml Broth; 3 tablespoon olive oil; 120 g tomatoes; 0.5 tomato puree; 50g tomato paste"," Penne; Onion;  Zucchini;  Carrot;  Garlic ;  Red Pesto; Grana Padano Flakes; Basil; Broth;  olive oil; tomatoes; tomato puree; tomato paste","6",6
"Whole wheat penne with red pesto tomato sauce","Meike","Wednesday","PastaVeggie","2","finished","25","616","631","15","Volkoren penne met rodepesto-tomaten saus","https://www.hellofresh.nl/recipes/volkoren-penne-met-rode-pesto-tomatensaus-6482f79c4726b736914e1a6f","Meike_Wed_PastaVeggie_Pers2_Moment3.jpg","3","270g Penne","1.5 Onion","1.5  Zucchini","1.5  Carrot","1.5  Garlic cloves","120g Red Pesto","60g Grana Padano Flakes","15g Basil","300ml Broth","3 tablespoon olive oil","120 g tomatoes","0.5 tomato puree","50g tomato paste",NA,NA,"270g Penne; 1.5 Onion; 1.5  Zucchini; 1.5  Carrot; 1.5  Garlic cloves; 120g Red Pesto; 60g Grana Padano Flakes; 15g Basil; 300ml Broth; 3 tablespoon olive oil; 120 g tomatoes; 0.5 tomato puree; 50g tomato paste"," Penne; Onion;  Zucchini;  Carrot;  Garlic ;  Red Pesto; Grana Padano Flakes; Basil; Broth;  olive oil; tomatoes; tomato puree; tomato paste","15",15
"Whole wheat penne with red pesto tomato sauce","Meike","Wednesday","PastaVeggie","3","finished","25","598","624","26","Volkoren penne met rodepesto-tomaten saus","https://www.hellofresh.nl/recipes/volkoren-penne-met-rode-pesto-tomatensaus-6482f79c4726b736914e1a6f","Meike_Wed_PastaVeggie_Pers3_Moment3.jpg","3","270g Penne","1.5 Onion","1.5  Zucchini","1.5  Carrot","1.5  Garlic cloves","120g Red Pesto","60g Grana Padano Flakes","15g Basil","300ml Broth","3 tablespoon olive oil","120 g tomatoes","0.5 tomato puree","50g tomato paste",NA,NA,"270g Penne; 1.5 Onion; 1.5  Zucchini; 1.5  Carrot; 1.5  Garlic cloves; 120g Red Pesto; 60g Grana Padano Flakes; 15g Basil; 300ml Broth; 3 tablespoon olive oil; 120 g tomatoes; 0.5 tomato puree; 50g tomato paste"," Penne; Onion;  Zucchini;  Carrot;  Garlic ;  Red Pesto; Grana Padano Flakes; Basil; Broth;  olive oil; tomatoes; tomato puree; tomato paste","26",26
